Company,Ticker,Website,Industry,Founding_Year,Wikidata_ID,Extracted_Text
Microsoft,MSFT,https://www.microsoft.com/,software development,1975.0,Q2283,"Microsoft Deutschland
Bleiben Sie über Microsoft auf dem Laufenden – Unternehmensdaten und Nachrichten zu unseren weltweiten Standorten und mehr.
Wer wir sind
Lernen Sie unsere Mitarbeitenden kennen, entdecken Sie spannende Geschichten und treffen Sie die Führungskräfte, die unsere Vision prägen.
Wofür wir uns einsetzen
Erfahren Sie, wie wir Technologien nutzen, um Plattformen und Ressourcen aufzubauen, die zu einer nachhaltigen positiven Wirkung beitragen.
Ausgewählte Programme und Projekte
Nachhaltigkeit in Zahlen
Microsoft wird bis 2030 eine negative CO2-Bilanz aufweisen. Erhalten Sie einen interaktiven Einblick in weitere Bereiche, in denen unser Unternehmen seine Umweltbilanz verbessert.
Gesellschaftliche Verantwortung des Unternehmens
Technologie ist eine starke Kraft, die Gutes bewirken kann. Aus dieser Überzeugung arbeiten wir für eine nachhaltige Zukunft, in der alle Menschen den Zugang zu den Vorteilen und Chancen haben, die Technologie schafft.
Erfolgsgeschichten
Wir bei Microsoft lassen uns von Menschen auf der ganzen Welt inspirieren, die Technologie nutzen, um kreative, innovative und zukunftsweisende Dinge zu tun. Hier sind ihre Geschichten.
Microsoft AI
Mit einem am Menschen orientierten Design kann KI die Fähigkeiten der Menschen erweitern. Die gewonnene Freiheit beflügelt kreative und strategische Entscheidungen und hilft Ihnen und Ihrem Unternehmen, effizienter und produktiver zu werden."
MicroStrategy,MSTR,https://www.microstrategy.com/,analytics,1989.0,Q1192211,KEIN_HAUPTINHALT_GEFUNDEN
Mondelez International,MDLZ,https://www.mondelezinternational.com/,food industry,2012.0,Q12857502,"Investors
Sustainable Growth –
An Introduction to Mondelēz International
An overview of strategy, performance and opportunities to sustain growth
Investor Relations Overview
Investor Relations Overview
Daily Stock Update
Daily Stock Update
As ofEDT"
Monster Beverage,MNST,http://www.monsterbevcorp.com/,beverage industry,1935.0,Q1945295,KEIN_HAUPTINHALT_GEFUNDEN
"Netflix, Inc.",NFLX,https://ir.netflix.net/,streaming media,1997.0,Q116452644,KEIN_HAUPTINHALT_GEFUNDEN
Nvidia,NVDA,https://www.nvidia.com/,semiconductor industry,1993.0,Q182477,"The iPhone Moment for AI
Accelerated computing and AI have fully arrived. The acceleration of deep learning ignited the Big Bang of AI.
Now, generative AI is a new computing platform, like the PC, internet, and mobile-cloud.
Credit: Runway AI, Adobe, Tabnine, WPP"
NXP Semiconductors,NXPI,http://www.ru.nxp.com/,electronics,1953.0,Q1155668,KEIN_HAUPTINHALT_GEFUNDEN
O'Reilly Automotive,ORLY,http://www.oreillyauto.com/,retail,1957.0,Q7071951,KEIN_HAUPTINHALT_GEFUNDEN
Old Dominion Freight Line,ODFL,http://www.odfl.com/,freight transport industry,1934.0,Q7083862,"At OD, we lead the LTL category by doing things the right way. We continually invest in our people and improve our technology to ensure we can meet your every business need. That’s why, for 16 years running, shippers have named us their #1 National LTL Carrier for Quality for our commitment to customer service and trustworthiness.
From Standard to Expedited LTL and everything in between, we offer a range of freight transportation services for businesses across the United States, Canada, Mexico, and beyond. Each OD service is backed by our on-time, damage-free promise.
Subscribe now for the latest transportation industry updates, products and services highlights, and expert insights into economic trends. Read past newsletters."
Onsemi,ON,https://www.onsemi.com/,semiconductor industry,1992.0,Q1671509,"Find the
Right Product
Utilize our PRT+ tool to identify the ideal onsemi product for your specific application with maximum efficiency.
Find ProductsFind the
Ideal Solution
Our user-friendly system solution guides, invaluable resources that explain onsemi's product range for different applications.
Explore NowFind the
Right Document
Search through datasheets, application notes, and white papers to locate the relevant information.
Find DocumentsTalk to Our
Sales Team
Have questions about our products and services, or need help with a design? Our sales support team is here to help!
Contact SalesCompany Contacts
Contact our corporate teams for media inquiries, investor relations, website feedback or supply management.
Find ContactsTransform Your Future at onsemi
Join a team where cutting-edge intelligent technologies enable world-leading innovators and shape the future.
Learn More"
Paccar,PCAR,http://www.paccar.com/,automotive industry,1905.0,Q1477661,"PACCAR Overview
PACCAR's truck products and transportation solutions facilitate commerce in economies worldwide, efficiently and safely delivering essential commercial and consumer products. The company has developed tremendous brand value in its Kenworth, Peterbilt and DAF nameplates. These brands are synonymous with premium quality, durability, technology and innovation. The result is a loyal, passionate customer base with strong pride of ownership. PACCAR is exceptionally skilled at factory and distribution operations which, combined with its premium pricing, delivers best in class financial performance. PACCAR Parts and PACCAR Financial generate an increasing percentage of overall company profit over time and dampen the effect of business cycles on PACCAR’s cashflows. The company has a differentiated approach to research and development, partnering with suppliers and technology companies in early stages of technology development, and scaling direct investments closer to the time of commercialization. These differentiators are reinforced by a conservative approach to financial management and a long-term business perspective. The company has delivered annual dividends, including regular and extra cash dividends, totaling approximately 50% of net income for many years. PACCAR’s shareholder returns have been excellent over a long period of time."
Palantir Technologies,PLTR,https://www.palantir.com/,data analytics software industry,2003.0,Q2047336,KEIN_HAUPTINHALT_GEFUNDEN
Palo Alto Networks,PANW,https://www.paloaltonetworks.com,computer security,2005.0,Q7128508,"Our vision is a world
where each day is safer
and more secure than
the one before
The cybersecurity partner of choice,
protecting our digital way of life
of the Fortune 10
Largest U.S. banks
Largest utilities in the world
Largest oil & gas in the world
Top U.S. hospitals
The world is undergoing rapid digital transformation
Data growth explosion:
Global data creation is expected to exceed 180 zettabytes.
AI is rapidly transforming your organization
To be the cybersecurity partner of choice, protecting our digital way of life.
We enable cyber transformation
Business Value of Palo Alto Networks Cybersecurity Platforms*
Living our values
Meet our leadership team
See AllNikesh Arora
Chairman and Chief Executive Officer
Nikesh Arora is chairman and CEO of Palo Alto Networks, the world’s leading cybersecurity company. During his tenure of seven years, he has led the company through a major transformation to become the global leader in AI and cybersecurity, and the security partner of choice for enterprise organizations and governments around the world. Before joining Palo Alto Networks in 2018, Mr. Arora served as president and chief operating officer of SoftBank Group Corp.
Prior to that, Mr. Arora spent ten years at Google, Inc. as a senior executive, where he was senior vice president and chief business officer, president of global sales operations and business development, and president of Europe, the Middle East and Africa. His career also includes serving as chief marketing officer for the T-Mobile International Division of Deutsche Telekom AG, and chief executive officer and founder of T-Motion PLC, which merged with T-Mobile International in 2002.
Nikesh Arora serves on the board of Uber Technologies, Inc., and as a non-executive director of Compagnie Financière Richemont S.A., a public Switzerland-based luxury goods holding company. Previously, he served on the boards of SoftBank Group Corp., Airtel, Aviva, Sprint Corp., Colgate-Palmolive Inc., Tipping Point and Yahoo! Japan, among others. He holds an M.B.A. in business administration from Northeastern University, an M.S. in finance from Boston College, and a B. Tech. in electrical engineering from the Institute of Technology at Banaras Hindu University.
He has received numerous awards for leadership and influence shaping the culture of Palo Alto Networks including Newsweek's Most Loved Workplaces (2023, 2022, 2021), CRN’s Top 100 Executives “Most influential”, Comparably’s Annual list of Best CEOs for Women, with a score of 100 on the Disability Equality Index (2023, 2022), and HRC Best Places for LGBTQ+ Equality (2022).
BJ Jenkins
President
BJ joined Palo Alto Networks in August 2021. As president, BJ oversees the company’s go-to-market functions, including sales, support, consulting, business development and operations, and partnerships.
Previously, BJ served as president and CEO of Barracuda Networks, leading the company’s IPO on the New York Stock Exchange, as well as the strategic acquisi"
Paychex,PAYX,http://www.paychex.com/,,1971.0,Q946080,"Investor Relations
A Leading Human Capital Management Solutions Company
Paychex is a leading provider of Human Capital Management (HCM) solutions, providing human resources, payroll, benefits, and insurance services for small- and medium-sized businesses throughout the U.S. and parts of Northern Europe. The workplace is evolving, and Paychex leads the way with leading-edge technology and world-class service. We make HR and payroll simple for our clients, allowing them to focus on their business."
PayPal,PYPL,https://www.paypal.com/,,1998.0,Q483959,"PayPal steht seit mehr als 25 Jahren an der Spitze der Revolution des digitalen Handels. Durch das Schaffen innovativer Erlebnisse, die das Bewegen von Geld, Verkaufen und Shopping einfach, persönlich und sicher machen, ermöglicht PayPal Verbraucher:innen und Unternehmen in rund 200 Märkten, erfolgreich an der Weltwirtschaft teilzunehmen.
Weitere Informationen finden Sie unter https://about.pypl.com/ und https://investor.pypl.com/.
PayPal (Europe) S.à r.l. et Cie, S.C.A. ist ein Kreditinstitut (oder eine Bank), das von der luxemburgischen Aufsichtskommission des Finanzsektors zugelassen und beaufsichtigt wird. Sitz der Aufsichtskommission: 283, route d’Arlon, L-1150 Luxembourg.
E-Mail: enquiry@paypal.com
PayPal (Europe) S.à r.l. et Cie, S.C.A.
22-24 Boulevard Royal
L-2449 Luxemburg
Handelsregisternummer: R.C.S. Luxembourg B 118 349
USt-IdNr.: LU22046007
Wenn du uns kontaktieren möchtest, kannst du dich in dein PayPal-Konto einloggen, um uns eine Nachricht zu senden. Diese wird direkt an ein geeignetes Teammitglied gesendet, das dir antwortet.
Login nicht möglich? Wenn Sie sich nicht in Ihr PayPal-Konto einloggen können, können Sie sich telefonisch an uns wenden, um Unterstützung zu erhalten. Aus Gründen der Kontosicherheit können wir leider keinen Login-Support per E-Mail anbieten.
Wenn Sie kontospezifische Fragen haben, besuchen Sie bitte die Seite „Kontakt“, um uns eine Nachricht zu senden, oder rufen Sie uns an, damit wir Ihre Identität bestätigen können."
PDD Holdings,PDD,https://www.pddholdings.com/,e-commerce,2018.0,Q124461238,"Investors
PDD Holdings
(Nasdaq: PDD)
PDD Holdings is a multinational commerce group that owns and operates a portfolio of businesses.
More"
PepsiCo,PEP,https://pepsico.com,food industry,1961.0,Q334800,KEIN_HAUPTINHALT_GEFUNDEN
Qualcomm,QCOM,https://www.qualcomm.com/,telecommunications,1985.0,Q544847,KEIN_HAUPTINHALT_GEFUNDEN
Regeneron Pharmaceuticals,REGN,https://www.regeneron.com/,pharmaceutical industry,1988.0,Q7308054,"We move science to medicine because our world is MEANT FOR MORE
About Regeneron
Our mission is to use the power of science to bring new medicines to patients ... over and over again.
We are a leading biotechnology company that invents, develops and commercializes life-transforming medicines for people with serious diseases. Founded and led by physician-scientists, our unique ability to repeatedly and consistently translate science into medicine has led to numerous approved treatments and product candidates in development, almost all of which were homegrown in our laboratories. Regeneron's medicines and pipeline are designed to help patients with eye diseases, allergic and inflammatory diseases, cancer, cardiovascular and metabolic diseases, neurological diseases, hematologic conditions, infectious diseases and rare diseases.
Regeneron pushes the boundaries of scientific discovery and accelerates drug development using our proprietary technologies, such as VelociSuite®, which produces optimized fully human antibodies and new classes of bispecific antibodies. We are shaping the next frontier of medicine with data-powered insights from the Regeneron Genetics Center® and pioneering genetic medicine platforms, enabling us to identify innovative targets and complementary approaches to potentially treat or cure diseases.
Press releases
Our leadership
Founded and led by physician-scientists, our leadership team includes Nobel Laureates and eight members of the National Academy of Sciences who guide our science-first approach.
A look back
Developing life-transforming treatments is no small feat. Decades of investment and perseverance have brought us to where we are today.
Regeneron at a glance
Honors and recognitions
Read more about our
Relentless Innovation
Eye on the Experts: Regeneron Perspectives on Ophthalmology Innovation
Sharing our scientific approach and lessons learned as we look toward the future.
Hitting the “On Switch” in Hearing Loss
A novel gene therapy approach to genetic hearing loss
The RGC Effect: A Decade in the Making
Reflecting on the first 10 years of the Regeneron Genetics Center® (RGC), with impact far beyond what we could have imagined.
Our pursuit of scientific innovation continues to push the boundaries of science and improve our world. Hear our leaders reflect on our progress and vision for the future.
View our annual materials
Collaborate with us
We take a highly collaborative approach to science and drug development and prioritize investment in technology and innovation.
Our locations worldwide
More than 15,100 of our colleagues work across the globe with offices in 12 countries and clinical trials underway in more than 50 countries.
Get in touch
Submit a general or medical inquiry."
Roper Technologies,ROP,http://www.roperind.com/,conglomerate,1800.0,Q16932392,This site's domain name is either not yet pointed or is still propagating. Propagation may take up to 72 hours. Please check back later.
Ross Stores,ROST,https://www.rossstores.com/,retail,1954.0,Q3442791,"About Us
Welcome to Ross Dress for Less
Since 1982, our focus has been on bringing our customers a constant stream of high-quality department and specialty store brands at extraordinary savings (aka bargains) while providing an easy, fun and organized shopping experience.
So what’s our secret?
The Power of Saving
We’re big—as the nation’s largest off-price retail chain, we have a great deal of purchasing power.
We’re savvy—our buyers search the globe for the best brands and latest styles. We work directly with manufacturers to negotiate the best deals!
We believe in “no frills”—no window displays, mannequins, fancy fixtures or decorations in our stores so we can pass more savings on to our customers.
We love new buys—we keep it simple so we can get the great buys into our stores quickly, which means almost every day!
Interested in working @ Ross?
We have many job opportunities ranging from store associates to careers at our corporate offices.
Search for Jobs (opens in new window)Community Involvement
Ross is committed to giving back to its local communities through partnerships with the Boys & Girls Clubs of America (BGCA).
We are working together with a shared goal of helping children achieve academic success, build confidence and lead healthy lives.
About BGCA (opens in new window)"
Shopify,SHOP,https://www.shopify.com/,e-commerce,2006.0,Q7501150,"About us
The all-in-one commerce platform to start, run, and grow a business.
Shopify story
Over a decade ago, we started a store to sell snowboards online. None of the ecommerce solutions at the time gave us the control we needed to be successful—so we built our own. Today, businesses of all sizes use Shopify, whether they’re selling online, in retail stores, or on-the-go.
Our mission
We help people achieve independence by making it easier to start, run, and grow a business. We believe the future of commerce has more voices, not fewer, so we’re reducing the barriers to business ownership to make commerce better for everyone.
Our team and our social impact
Shopify has grown from 5 people in a coffee shop to over 10,000 across the globe. With millions of businesses powered by Shopify, we invest in our people and our communities. Our Social Impact initiatives focus on enabling an equitable future by building products and programs to support our team and merchants.
Our commitment to sustainability
Shopify builds for the long term, and that means investing in our planet so that we can future proof Shopify and help our merchants future proof their businesses, too. Our Sustainability Fund includes kickstarting the carbon removal market and choosing renewable energy, reducing and removing our carbon emissions, and creating solutions for our merchants to do the same.
Get the help you want with 24/7 support—before, during, and after your trial.
Contact supportLearn how you can have an impact by exploring opportunities at Shopify.
Explore careers"
Solstice Advanced Materials,SOLS,,,,,URL_UNGÜLTIG
Starbucks,SBUX,https://www.starbucks.com/,café,1971.0,Q37158,"It's a great day for coffee Start an order
It's a great day for coffee Start an order
Bring on the merry
Festive flavors of spiced gingerbread, sweet peppermint, rich caramel and buttery sugar cookie are here to make every moment merrier.
Order a seasonal treatBring a little joy along
Travel day’s a treat with your holiday favorites
in hand. Just use the Starbucks® app to order ahead
at a café near your gate, then pick up and fly.
Find a storeHello holidays, Hello Kitty®!
Grab these exclusive Hello Kitty® Starbucks Cards at participating coffeehouses while supplies last. Can't wait to celebrate a friend? Send them an eGift now.
Send an eGiftBest brewed together
Featuring beans from the world’s most distinctive coffee regions, and with notes of candied pecan and sage, Starbucks® Thanksgiving® Blend whole bean coffee is perfect to gift, share and savor.
Order nowOur gift to you
Make the season merrier with a free handcrafted drink with purchase. It’s our treat during your first week as a Starbucks® Rewards member.*
Join now*Valid for new Starbucks Rewards members for 7 days from sign up. Coupon will be available in the offers tab of your Starbucks app following sign up and may take up to 48 hours to arrive. Good at participating U.S. stores for a handcrafted menu-sized beverage ($8 max value) with qualifying purchase. Qualifying purchase excludes alcohol, Starbucks Card and Starbucks Cards reloads. Limit one. Cannot be combined with other offers or discounts. Excludes delivery services. Sign up by 1/5/2026."
Synopsys,SNPS,https://www.synopsys.com/,software industry,1986.0,Q2303478,"We live in a world where intelligent technology is everywhere, shaping our daily lives. This pervasive intelligence is driven by three major trends: artificial intelligence, software-defined systems and silicon proliferation. For decades we’ve been a driving force of the technologies that make pervasive intelligence possible.
Synopsys is the leader in engineering solutions from silicon to systems, enabling customers to rapidly innovate AI-powered products. We deliver industry-leading silicon design, IP and simulation and analysis solutions. We partner closely with our customers across a wide range of industries to maximize their R&D capability and productivity, powering innovation today that ignites the ingenuity of tomorrow. Companies trust Synopsys to pioneer new technologies to help them get to market faster, without compromise.
Our Technology, Your Innovation™
revenue (TTM)
employees
R&D investment"
T-Mobile US,TMUS,https://www.t-mobile.com/,telecommunications,2001.0,Q3511885,"We deliver outstanding wireless experiences.
People come first. That's what makes us the Un-carrier. See the path we've forged for our customers.
Giving back while looking ahead.
Our responsibility extends beyond the boardroom. Through community projects, disaster relief efforts, and green initiatives, the planet and our fellow human beings are always top of mind.
Join the team.
Working for T‑Mobile is like working with a big, crazy, innovative family. We’re always looking for driven, passionate team members who want to have fun and grow within our organization."
Take-Two Interactive,TTWO,http://www.take2games.com,video game industry,1993.0,Q94933,"Rockstar Games
2K
Zynga
Investors
Careers
Conduct and Social Responsibility
Inclusion Statement
Guidelines for Directors and Board Governance
Conflict of Interest Guidelines for Directors
Supplier Code of Conduct
Global Policy Regarding Human Rights and Modern Slavery
UK Tax Strategy
CCTV
Policy for Reporting Misconduct
Board & Management
Borderlands 4 brings intense action, badass Vault Hunters, and billions of wild and deadly weapons to an all-new planet ruled by a ruthless tyrant.
Bragging rights are on the line in MyCAREER*, MyTEAM, MyLEAGUE, and Play Now. Showcase your bag of moves with enhanced gameplay and challenge your friends, or rivals, in NBA 2K26’s competitive modes—and leave no doubt that you wear the crown.
As a global entertainment company, we have employees that encompass every facet of game creation, distribution, marketing and corporate structure."
"Tesla, Inc.",TSLA,https://www.tesla.com/,automotive industry,2003.0,Q478214,KEIN_HAUPTINHALT_GEFUNDEN
Texas Instruments,TXN,https://www.ti.com/,electronics,1930.0,Q193412,"New products
Dual-protocol RS-232(3T/5R)/RS-485(1T/1R) transceiver with pin-selectable diagnostic loopback modes
Approx. price (USD) 1ku | 3.53
30V, 1.8A synchronous boost LED driver with 0.1% ratio PWM-controlled analog dimming
Approx. price (USD) 1ku | 0.266
+/-250-mV input, current sensing basic isolated amplifier
Approx. price (USD) 1ku | 1.46
5.5V, 2A, 30mΩ low-current load switch with output discharge
Approx. price (USD) 1ku | 0.1
Automotive CAN Signal Improvement Capable transceiver with partial networking and watchdog
Approx. price (USD) 1ku | 1
42V input low-Iq buck controller with advanced spread spectrum for low EMI
Approx. price (USD) 1ku | 0.665
Our passion
At our core, we have a passion to create a better world by making electronics more affordable through semiconductors. This passion is alive today as we continue to pioneer advances in integrated circuits. Each generation of innovation builds upon the last to make technology smaller, more efficient, more reliable and more affordable – opening new markets and making it possible for semiconductors to go into electronics everywhere. We think of this as Engineering Progress.
Join our team
Our work is challenging and fast-paced, and it’s our people that make us great. Do you want to change the world and love your job? Join us.
Our commitment to corporate citizenship
Percentage of shipped semiconductor products considered green that meet low-halogen industry requirements.
of water was reused by our global manufacturing operations in 2024.
Honors for talent development and workforce programs.
Reduction of our greenhouse gas (GHG) emissions from 2015 to 2024 - making progress towards our 25% reduction goal.
of solid waste materials generated were diverted from landfills in 2024.
in philanthropic giving, in partnership with the TI Foundation, TI employees and retirees, to support our local communities."
Thomson Reuters,TRI,https://www.thomsonreuters.com/en.html,media industry,2008.0,Q1141267,"Thomson Reuters
Clarifying the complex so professionals can act with confidence Thomson Reuters is an AI and technology company empowering professionals with trusted content and workflow automation to know now and navigate what’s next
In times of constant change, the world looks to professionals to lead. But as complexity grows, even professionals risk being overwhelmed.
Thomson Reuters clarifies today’s complex landscape with AI and technology, deep subject-matter expertise, and content the world has trusted for over 150 years — giving professionals the confidence to know today, navigate tomorrow, and lead a fast-evolving world.
We empower professionals to reduce inefficiencies so they can do more of the work that matters, act decisively to add greater value for critical stakeholders, and anticipate future challenges to face the unexpected.
As the future arrives faster than ever, we’re standing alongside professionals, ready to fulfill our purpose: to inform the way forward.
Purpose driven, trusted expertise, continuous innovation
Reinventing the way professionals work
We are constantly experimenting, innovating, and applying cutting-edge technologies to customer challenges.
Thomson Reuters Labs
Our global network of labs explore new business opportunities for Thomson Reuters, working with customers and partners to create quick, agile and collaborative experiments and proofs-of-concept.
Thomson Reuters Institute
Bringing together people from across the legal, corporate, tax & accounting, and government communities to ignite conversation and debate, make sense of the latest events and trends, and provide essential guidance on the opportunities and challenges facing their world today.
Artificial intelligence
Explore our long history of contributions in artificial intelligence, our current research projects, and the future of knowledge work.
Built on trust
At a time when the virtues of objectivity, accuracy, fairness, and transparency are under attack, we consider it our duty to pursue them — just as we have for more than 100 years."
Trade Desk (The),TTD,,,,,URL_UNGÜLTIG
Verisk Analytics,VRSK,http://www.verisk.com/,risk assessment,1971.0,Q7921370,"Verisk connects the global insurance industry through proprietary data and technology to deliver the insights that real people depend on every day.
Data-driven risk modeling and insurance data analytics
Our product ecosystem houses 30 petabytes of data, including 34B+ premium and loss records and 1.8B+ claims. Clients partner with Verisk to transform comprehensive datasets into strategic insights and informed decisions.
Verisk builds stronger connections across key industries that support insurance professionals in delivering essential support to people, businesses, and communities.
By investing in a vibrant culture with sound governance policies and effective practices, we’re creating a more sustainable future. Partners rely on our leading scientific research to plan for the days ahead.
Verisk’s new ISO Pet Insurance Line of Business program will offer insurers policy forms, rating rules and loss costs, marking the first standardized pet insurance program from an advisory organization.
The industry loss range includes estimated wind and precipitation-induced flood from Melissa’s track across Jamaica, with most of the modeled loss attributable to wind.
Are you ready to join a global team of more than 7,500 experts committed to helping build resilience? If you answered “yes,” explore our open roles. Help us make tomorrow safer for people and society."
Vertex Pharmaceuticals,VRTX,https://www.vrtx.com/,pharmaceutical industry,1989.0,Q2744099,KEIN_HAUPTINHALT_GEFUNDEN
Warner Bros. Discovery,WBD,http://www.wbd.com,,,Q7855897,"Warner Bros. Discovery is a leading global media and entertainment company that creates and distributes the world’s most differentiated and complete portfolio of content and brands across television, film and streaming. Warner Bros. Discovery inspires, informs and entertains audiences worldwide through its iconic brands and products including: Discovery Channel, HBO Max, discovery+, CNN, DC, Eurosport, HBO, HGTV, Food Network, OWN, Investigation Discovery, TLC, Magnolia Network, TNT, TBS, truTV, Travel Channel, Animal Planet, Science Channel, Warner Bros. Motion Picture Group, Warner Bros. Television Group, Warner Bros. Pictures Animation, Warner Bros. Games, New Line Cinema, Cartoon Network, Adult Swim, Turner Classic Movies, Discovery en Español, Hogar de HGTV and others."
"Workday, Inc.",WDAY,https://www.workday.com/,software industry,2005.0,Q8034666,"Workday completes acquisition of Sana.
Workday completes acquisition of Sana.
The enterprise AI platform for people, money, and agents.
Manage HR, finance, and all your AI agents. All in one place.
Move your business forever forward.
Learn how one unified platform empowers your entire organization to work more effectively.
Use AI to optimize transactions and processes, deliver data-driven insights, and generate value across the enterprise.
Turn AI into ROI faster and deliver transformational outcomes driven by trust, agility, and data readiness you can rely on.
Take control of your contracts and turn contract data into actionable insights that drive outcomes across your business.
Drive faster, smarter frontline operations and enable a connected, agile workforce with AI agents and mobile tools.
Human + AI collaboration transforms how work gets done.
Workday Illuminate™ is the AI engine that powers our products and AI agents. Learn how Illuminate actively supports your people and enables them to do their best work.
Explore Workday Illuminate11,000+ organizations worldwide trust Workday.
From fast-growing small and midsize businesses to Fortune 500 leaders.
All Customer Stories"
Xcel Energy,XEL,https://my.xcelenergy.com/,public utility,1998.0,Q1486956,KEIN_HAUPTINHALT_GEFUNDEN
Zscaler,ZS,https://www.zscaler.com/,internet security,2008.0,Q8074786,"Experience secure digital transformation
We accelerate digital transformation so our customers can be more agile, efficient, resilient, and secure. Our cloud native Zero Trust Exchange platform protects thousands of customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location.
Achievements
7.7K+
500B+
>70
Gartner
How We Help
Security is more than protection against threats
Fast, secure access to cloud resources is a key driver of transformation in today’s cloud-first world. Using zero trust principles, Zscaler helps IT move away from legacy network infrastructure to achieve modern workplace enablement, infrastructure modernization, and security transformation. Let’s take a closer look:
01
Modern workplace enablement
Provide employees, partners, customers, and suppliers secure access to applications from anywhere, on any device, always ensuring great digital experiences.
Find solutions02
Infrastructure modernization
Protect cloud workloads and cloud/SaaS data with zero trust connectivity, segmentation, and posture control.
Find solutions03
Security transformation
Provide zero trust internet access for IoT and OT devices and privileged remote access to OT devices.
Find solutionsZscaler leadership
We believe success has a playbook, and it includes leading by example, living our core values, and pursuing excellence.
We believe that security is the foundation for a more inclusive, connected, and empowered world. By helping our customers anticipate, secure, and simplify the experience of doing business, your talent, expertise, and insight will ensure that today's brightest ideas become tomorrow's boldest innovations.
Zero trust is critical to stop today’s sophisticated attacks
Discover how Zscaler can help you improve protection and reduce risk.
More Information
Zscaler in the market
Visit our investor relations page for our quarterly results, investor overview, and more.
Corporate responsibility
Understand our commitment to corporate responsibility.
Privacy and compliance
Learn more about our data privacy and compliance standards.
Zscaler in the news
Read the latest news and announcements about Zscaler.
Press Center
Find all Zscaler media information and related resources."
